2.3777651348e-01,3.0330963575e-01,3.7565350189e-01,1.1704377067e-01,1.3423522344e-01,4.0363280696e-02,5.8492882179e-02,2.0483452831e-01,4.9153359006e-01,2.5514845924e-01,2.3476292295e-01,4.0195661990e-01,1.0465354796e-02,2.6542424613e-01,4.2975377770e-01,2.8360332829e-01,1.6161452936e-02,1.7233116405e-01,1.4891192237e-01,1.7198417253e-01,1.9876680123e-01,8.8374947834e-02,7.4543843940e-02,5.4461337933e-03,6.9396410021e-02,1.6974150648e-01,1.5874817600e-01,3.3434153458e-01,3.9546095992e-01,4.7878654916e-01,4.1313097038e-01,5.9675662637e-02,1.6308206768e-01,8.5923434323e-02,4.2730397382e-01,2.1660374146e-01,3.1182022424e-01,2.6628157459e-02,4.4850043168e-01,2.2088728894e-03,2.5590821451e-01,4.6239905092e-01,1.7649187996e-01
2.0674095763e-01,4.7917866726e-01,6.5642175843e-01,9.8102708940e-03,2.5384411489e-01,5.4767062245e-02,2.3349420019e-02,9.6904196909e-02,9.6259007514e-01,9.2587289470e-02,1.4819953300e-02,3.1977857086e-02,6.1794423570e-03,4.2979614483e-01,8.0518462533e-01,5.2815559939e-01,1.9749748227e-04,9.5987099931e-02,1.1343190110e-01,2.6263914251e-01,3.8814988460e-01,1.6562186467e-01,1.4173004748e-01,5.1863430481e-04,2.9121067817e-02,2.4758373831e-01,1.3270356702e-03,4.2160788140e-01,7.3238165430e-01,8.9809810699e-01,2.6116886350e-02,1.5109467233e-02,3.2247805066e-01,1.1927319935e-01,8.4325467348e-01,4.3314782006e-01,4.6976520136e-01,3.0203603723e-02,6.4744469490e-01,4.3684365924e-04,4.2640441796e-01,5.8727444812e-01,1.3656425680e-01
1.7623641133e-01,5.8988299117e-01,7.4871582102e-01,3.1093885204e-02,2.4282232324e-01,6.7274163260e-02,2.3064064632e-03,2.1370633209e-02,7.6062804543e-01,4.5566972961e-03,3.8857813228e-01,1.1272700556e-01,2.6453207904e-03,5.2354411515e-01,7.9516306131e-01,5.3128148951e-01,1.1185282904e-02,3.5443552003e-02,7.9995460404e-02,3.2606057010e-01,8.3762381446e-02,1.6342482365e-01,1.3275397250e-01,9.6433790077e-03,3.7995170262e-03,3.0808996431e-01,1.9937243610e-01,5.0282426319e-01,7.4827847680e-01,8.8359910305e-01,6.8397176214e-01,3.9897148134e-04,2.3047803236e-01,1.4739393149e-01,6.1779515030e-01,2.2676811172e-01,5.8418838516e-01,3.3714294077e-02,8.0510265245e-01,9.3027545523e-05,5.1019910541e-01,7.0286999246e-01,9.8706953569e-02
1.4678479868e-01,5.9440336244e-01,5.9058050544e-01,1.5538664553e-01,1.1320728280e-01,7.6237656859e-02,3.8068324068e-03,9.0627122599e-04,1.7419927674e-01,3.1416695444e-02,3.4713655927e-01,5.4583113507e-01,4.8290951288e-04,5.0638846212e-01,4.0997816030e-01,2.8989506396e-01,3.0574272253e-02,3.2308894559e-03,5.0528474576e-02,3.4319610619e-01,7.9221088391e-02,8.4043353601e-02,5.7790897359e-02,6.7984188284e-03,2.8333708450e-03,3.3778502757e-01,3.0568577832e-01,5.7236014437e-01,4.2800465967e-01,4.5028988952e-01,6.1060483478e-01,2.5399002319e-02,3.2182512085e-02,1.6587647723e-01,9.8591709731e-02,5.3676860522e-04,6.2356042757e-01,3.7096645426e-02,8.8875602172e-01,1.4545321009e-03,4.6468061581e-01,8.0059544385e-01,6.4882940341e-02
1.1889002840e-01,4.9106484905e-01,2.8816893067e-01,2.3372626963e-01,6.5578782385e-03,8.0477236070e-02,2.7248688896e-02,4.1653769587e-02,4.1159591973e-02,1.6085258921e-01,2.3601851523e-03,8.0365963736e-01,7.1516567854e-05,3.8570027301e-01,4.5096757162e-02,4.2297324300e-02,2.5630283937e-02,6.0159920516e-03,2.6728184984e-02,3.0889808653e-01,3.8636632874e-01,9.1166760983e-03,1.8189620077e-03,9.7011870291e-05,2.6581348720e-02,3.3005563121e-01,8.0205048324e-02,6.2539477027e-01,7.6722641880e-02,4.6462696451e-02,4.0937149804e-03,7.3361587313e-02,4.0339025496e-02,1.7182288993e-01,8.6273836921e-02,1.9629739584e-01,5.7703234864e-01,4.0289399055e-02,8.8104447013e-01,3.4240172641e-03,3.1299622149e-01,8.7318854062e-01,3.6846053763e-02
9.3029372094e-02,3.1815744414e-01,4.4484023393e-02,1.7222435109e-01,3.9351107224e-02,7.9434635872e-02,6.3226508391e-02,1.3138220839e-01,5.5158846967e-01,3.3352098228e-01,2.8491812681e-01,5.7211204509e-01,1.4833042931e-03,2.1333436055e-01,7.5140217445e-02,3.2921192598e-02,4.7001899049e-03,4.3222442237e-02,9.9654422599e-03,2.3346993488e-01,2.0439117310e-01,1.5702517889e-02,2.8287950850e-02,8.6502320608e-03,6.6226087764e-02,2.8662316549e-01,3.2079493349e-02,6.5825137838e-01,2.9140012946e-02,8.9908300674e-02,5.0191018741e-01,1.1215572405e-01,2.4208329071e-01,1.6430080957e-01,5.9983611356e-01,4.3171755404e-01,4.5742497667e-01,4.3234730110e-02,7.8356835283e-01,4.4141251660e-03,1.3228117048e-01,9.1525467926e-01,1.6050057433e-02
6.9645298233e-02,1.3974848456e-01,2.3106656474e-02,4.4589657215e-02,1.7577189070e-01,7.3247145180e-02,9.7305076958e-02,2.4315836737e-01,9.7621437647e-01,4.7025736638e-01,4.3209005369e-01,1.3327201580e-01,4.4706313424e-03,6.3349356116e-02,4.6926311570e-01,2.7102295396e-01,3.1199989854e-03,1.0714982315e-01,1.2057479500e-03,1.3957092481e-01,7.7518280791e-03,9.7027724016e-02,1.0719261885e-01,8.0660040641e-03,1.0704793258e-01,2.1716034227e-01,2.6997955317e-01,6.6865209942e-01,3.3059432568e-01,5.3567883080e-01,7.6003861751e-01,1.1579251928e-01,3.1922848389e-01,1.4448965092e-01,8.4734792246e-01,2.4700732204e-01,2.9769616458e-01,4.5879294873e-02,6.1655659580e-01,3.6268525524e-03,1.4433514268e-02,9.2366780303e-01,3.5732616102e-03
4.9137901675e-02,2.1943796805e-02,2.3838703477e-01,3.7897079281e-03,2.6682846126e-01,6.2729528720e-02,1.1581120832e-01,3.4343110099e-01,7.0835614740e-01,5.0837123738e-01,4.6608700681e-02,2.1757937546e-02,8.5094913947e-03,1.8772400405e-04,8.2282203337e-01,5.2154428613e-01,2.3557527204e-02,1.8456743207e-01,9.5364349831e-04,5.5409136603e-02,3.0913782748e-01,1.6945405347e-01,1.4908663649e-01,1.0429417553e-05,1.3389018135e-01,1.3713701488e-01,2.5671237597e-01,6.5587587653e-01,6.9385469078e-01,9.2258985133e-01,8.1578309956e-02,8.1835618167e-02,1.5010282434e-01,1.1549567876e-01,4.4713757842e-01,2.9170436459e-03,1.4185924204e-01,4.8175196892e-02,4.1466864756e-01,1.6967222935e-03,1.9381686712e-02,8.9780270831e-01,6.2610865239e-05
3.1858058146e-02,8.3935219345e-03,5.4581168560e-01,9.8722391934e-02,2.1307351305e-01,4.9266739349e-02,1.1131977308e-01,4.0210217444e-01,1.3071427213e-01,4.3038825732e-01,1.6901981661e-01,3.7342222302e-01,1.2891428977e-02,5.0987452016e-02,7.7282032716e-01,5.3716604415e-01,3.1508358267e-02,2.5945256708e-01,9.2236496335e-03,6.2675043023e-03,3.2275806978e-01,1.5849524195e-01,1.0647894651e-01,7.4563977785e-03,1.3678660244e-01,6.4374934288e-02,2.2236057435e-02,6.2080845438e-01,7.7280034200e-01,8.5035168736e-01,2.9825101621e-01,3.3033362390e-02,1.4477551771e-03,8.1864965121e-02,1.6343136888e-02,1.7616991333e-01,3.2855127197e-02,5.0080854442e-02,2.1980170792e-01,1.7937314792e-04,1.4460942033e-01,8.3958150528e-01,5.7001388291e-03
1.8101420858e-02,1.0411843985e-01,7.3901250316e-01,2.1561286642e-01,7.3215437375e-02,3.4631548365e-02,8.5632848993e-02,4.0156066117e-01,6.8590363718e-02,2.7206183862e-01,4.6889401678e-01,7.5984863648e-01,1.6847809469e-02,1.9392196042e-01,3.7059442392e-01,3.0246614880e-01,1.3549206249e-02,3.1630665861e-01,2.5539430003e-02,6.9086021665e-03,1.3101067316e-02,7.5421789243e-02,2.7669625118e-02,9.1694948372e-03,1.1466178658e-01,1.5078721354e-02,9.6012432639e-02,5.6588097264e-01,4.9221049579e-01,3.9370036251e-01,8.2507909709e-01,2.0792649988e-03,1.0771893368e-01,4.8870593863e-02,2.1926437899e-01,4.2839251437e-01,7.1994177564e-04,5.1561753624e-02,7.2395927814e-02,2.9775218409e-04,3.2643533026e-01,7.5333078036e-01,2.0193529416e-02
