2.4303060295e-01,2.2366431707e-01,2.2236877593e-02,1.3846366230e-01,6.9878403485e-02,3.7783861560e-01,3.6982303203e-01,2.7779073706e-01,5.2025705780e-02,2.2335540249e-01,1.9912916333e-01,2.4374750315e-01,2.7036418914e-01,1.7640050862e-01,2.1901682852e-01,3.8226668524e-01,1.1365064082e-02,4.8244350380e-01,2.2024020808e-01,2.4619971857e-01,1.5101016745e-01,1.8884324303e-01,4.5488322950e-01,7.0774105260e-02,4.3468574988e-01,1.8014698380e-01,1.4662347543e-01,1.1164251660e-01,2.7435577820e-02,2.2010051631e-01,3.6068308956e-01,2.1732256894e-01,3.7288836103e-01,2.6581264159e-01,4.5335019288e-01,6.2616605020e-03,3.1699432552e-01,2.8496212307e-01,4.5490006252e-01,1.9719355174e-01,1.7068732693e-01,6.1840243551e-02,4.8358817127e-01
4.3474837234e-01,2.4545879616e-01,3.5687308148e-03,2.3977764174e-02,1.3650939505e-01,7.3891000551e-01,1.4459632035e-03,3.2078485440e-01,3.4589689281e-02,1.2167860829e-02,2.9544549136e-01,3.9169192167e-01,1.5660946848e-01,2.2692388197e-01,2.5426659871e-02,6.5258135034e-01,2.1791735051e-02,2.0445244777e-01,7.3883348569e-03,3.6266694637e-01,6.6923213788e-02,7.8549756992e-02,5.8968246282e-01,2.5896968788e-02,8.5541200714e-01,1.6006170882e-01,2.9118978789e-01,2.2156131109e-01,4.2960107802e-02,4.3474105407e-01,6.5591566895e-01,2.6396995779e-01,1.0149058910e-04,9.5442610355e-02,2.8723598209e-01,8.6380197948e-03,4.0574720962e-01,2.8026774413e-01,1.4339992388e-01,2.6308506850e-01,2.5199391093e-01,4.6665769205e-02,5.8981858959e-01
4.7867839770e-01,2.6704584089e-01,1.9505880216e-03,9.6780095346e-03,1.1003096529e-01,5.9057565486e-01,3.0473602529e-01,3.6274283740e-01,1.9170409308e-02,8.5848247386e-02,3.6772909537e-01,4.7890046803e-01,6.3972546006e-02,2.7321403293e-01,4.0008776974e-01,7.6453336914e-01,3.0676629440e-03,2.8040245932e-02,1.1090141635e-01,4.5142201724e-01,1.1320438318e-02,3.6789793363e-01,7.1237216889e-01,1.3707666671e-03,6.4621805269e-01,1.4022689210e-01,1.9488666388e-01,7.3160933986e-02,5.3035698376e-02,3.1512411573e-01,6.9987775728e-01,3.0844282687e-01,3.9028236326e-01,4.2637243994e-03,1.4422772115e-01,1.0658818055e-02,4.8740076566e-01,2.7557463925e-01,8.8055960429e-04,3.2140185228e-01,3.1366605757e-01,3.2419168426e-02,6.9085942997e-01
3.4095673747e-01,2.8821999123e-01,1.8860332444e-02,1.0807805547e-01,2.7443783335e-02,1.4210822233e-01,7.2670014930e-01,4.0265352197e-01,7.5513365922e-03,3.4501011681e-01,3.9794386516e-01,4.6957127033e-01,9.6508427981e-03,3.1139242982e-01,2.4324568102e-01,6.5253614849e-01,7.5413506485e-03,1.7668502134e-02,3.7692639577e-01,4.9134659175e-01,3.0370978236e-03,8.4524522803e-03,8.1193066529e-01,8.3176686378e-03,1.2031348019e-01,1.2088986875e-01,1.8169736645e-02,1.5195778532e-02,5.4125927981e-02,4.7527914733e-02,4.5515351263e-01,3.4866802409e-01,7.4486363821e-01,3.4657618284e-02,4.4217396969e-02,1.2021694810e-02,5.5542353961e-01,2.7088408215e-01,1.0465504134e-01,3.6543994350e-01,3.4081077984e-01,1.9971578096e-02,7.8177463616e-01
1.2774764304e-01,3.0877971695e-01,3.8853945282e-02,2.3306842227e-01,4.1542770344e-03,2.6213291837e-02,4.9796516707e-01,4.3955508278e-01,1.0763909658e-03,4.4007363956e-01,3.7855065093e-01,3.6753425986e-01,3.7288174079e-03,3.3826020378e-01,1.5283883548e-02,3.8220276284e-01,2.2705323702e-02,1.7712708597e-01,4.1006632738e-01,4.7294103558e-01,4.4879146575e-02,3.0264190565e-01,8.7941423405e-01,4.3587385776e-02,6.5093689687e-02,1.0229176651e-01,5.5476250611e-02,1.8388923589e-01,4.5848138008e-02,4.8677230542e-02,1.3002611720e-01,3.8277040726e-01,3.3813822501e-01,1.7249664732e-01,1.1161224244e-03,1.2522730617e-02,6.0437440138e-01,2.6619734584e-01,3.9842839483e-01,3.9013682731e-01,3.2687299545e-01,1.0084131010e-02,8.5812281033e-01
3.4056819175e-03,3.2852933577e-01,4.3670847026e-02,2.7527054868e-01,7.2706948632e-02,4.0639742896e-01,3.5586813756e-02,4.7255821271e-01,4.9449689428e-04,2.4280895623e-01,3.1438842211e-01,2.1467886297e-01,4.7305853986e-02,3.5156617375e-01,3.8534577324e-01,1.1190682584e-01,6.1643551133e-03,4.4814930186e-01,1.6106483019e-01,4.0058475802e-01,1.2267272857e-01,1.8448890462e-01,9.0876056981e-01,9.1185767062e-02,5.6323491430e-01,8.4664498985e-02,2.4464788658e-01,1.8279632719e-01,3.1107741764e-02,3.1678224560e-01,1.2093417884e-03,4.0916025599e-01,2.5345034680e-03,3.5371067844e-01,2.0919145503e-02,1.2086958355e-02,6.3033777989e-01,2.6151570230e-01,7.2283616852e-01,3.9265340835e-01,2.7521849029e-01,3.3614148819e-03,9.1617418461e-01
6.3781217791e-02,3.4728087579e-01,2.8911661834e-02,1.9775352562e-01,1.3730704207e-01,7.4629029993e-01,1.8262609463e-01,5.0086755466e-01,5.8729591447e-03,1.9303645705e-02,2.2146685399e-01,7.3757064050e-02,1.3229216902e-01,3.5019546700e-01,2.6717710787e-01,1.2025195649e-08,4.1634570239e-03,7.3170273292e-01,1.6591117364e-05,2.9149417744e-01,2.1006552452e-01,8.2113581007e-02,8.9733337973e-01,1.2952784498e-01,8.6890962305e-01,6.8227873697e-02,2.7049596347e-01,1.4485487353e-02,1.5078456333e-02,4.3432580961e-01,1.7833828996e-01,4.2660737820e-01,4.2491897642e-01,4.9406807441e-01,1.0087192970e-01,1.0779580134e-02,6.3123686892e-01,2.5684042215e-01,9.0189552962e-01,3.7270038640e-01,1.9832112684e-01,2.1450362948e-04,9.5309282805e-01
2.6233310703e-01,3.6485586460e-01,8.0562583478e-03,6.8352184493e-02,1.0768309093e-01,5.6636518375e-01,6.7098420476e-01,5.2380086922e-01,1.6589677980e-02,7.1040902749e-02,1.2297161456e-01,2.6217273678e-03,2.4291062519e-01,3.3426293150e-01,7.6420678144e-03,1.1204243139e-01,2.2296712751e-02,9.2417601467e-01,1.6629004085e-01,1.7162625480e-01,2.7745351305e-01,3.6646662297e-01,8.4615921172e-01,1.4122621089e-01,5.2445520534e-01,5.3186851175e-02,8.9953658816e-02,7.4502509243e-02,3.3863847388e-03,2.1825855339e-01,5.1065968820e-01,4.3429845696e-01,7.4081450263e-01,5.2832811857e-01,2.2985330112e-01,8.7962114706e-03,6.0699975048e-01,2.5217277426e-01,8.3847140260e-01,3.3257151370e-01,1.1475057547e-01,8.3582143132e-04,9.6707518774e-01
4.4600544942e-01,3.8108702789e-01,1.5230727397e-04,3.0511223814e-04,2.5231281631e-02,1.2046353565e-01,6.1023088003e-01,5.4080547625e-01,3.1405104316e-02,3.2823306323e-01,4.3479106948e-02,3.0476162904e-02,3.5862565071e-01,3.0510351307e-01,3.6856197573e-01,3.8239453003e-01,9.8674157042e-03,9.5523877137e-01,4.1275043916e-01,6.9502306747e-02,3.0200923534e-01,7.2122730942e-03,7.5983523570e-01,1.2097587665e-01,4.5596068618e-02,3.9728989135e-02,3.8318769021e-03,2.2180192882e-01,1.3531561451e-04,5.0597668532e-03,7.1533699762e-01,4.3187496408e-01,3.0369054199e-01,4.4056610800e-01,3.8992236787e-01,6.4336124593e-03,5.5956514756e-01,2.4751402543e-01,5.6696973715e-01,2.7687991056e-01,4.4687990970e-02,5.1873765684e-03,9.5743819620e-01
4.7321240653e-01,3.9581988153e-01,1.2418650360e-02,5.3160024835e-02,5.1688737460e-03,3.7671086628e-02,1.1113851853e-01,5.5147157416e-01,4.8605612138e-02,4.4395721052e-01,2.8241975507e-03,1.4588524217e-01,4.5795553000e-01,2.6516040375e-01,2.9051733451e-01,6.5267173136e-01,1.6252233631e-03,8.1354056866e-01,3.7307997278e-01,9.4216570217e-03,2.7541452145e-01,3.0608657094e-01,6.4611626240e-01,7.7959986628e-02,1.4929019584e-01,2.8022103686e-02,1.5562258847e-01,1.1021670324e-01,6.4663384934e-03,1.2674170193e-01,6.1817071709e-01,4.1944987339e-01,8.1909464005e-03,2.7157545032e-01,5.5881404009e-01,4.0452852613e-03,4.9272734594e-01,2.4286544006e-01,2.3467316970e-01,2.1202775203e-01,5.0525372999e-03,1.3003084503e-02,9.2465264060e-01
